what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669327934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669327964
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537669330388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669331761
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1537669331766
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1537669332711
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537669344521
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669358558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537669373023
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537669377126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669377541
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1537669382542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669382788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669387202
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537669388083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669389616
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1537669389620
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1537669390564
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537669401954
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669416530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537669430681
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537669431030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669431469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669436771
error,log,,,"Unhandled event loop exception",1537669439671
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537669441906
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1537669443339
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1537669444294
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537669455771
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669468578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669476761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669550076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669558049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669559312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669574157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669576339
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537669576360
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669578376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669590981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669618885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537669627738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537669641491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537669642606
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1537669686142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669687358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669720177
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537669720194
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669721265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669731307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669746524
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537669746541
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669747066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537669757494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537669776099
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537669776528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669776954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669796226
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537669796241
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669796855
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537669803658
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1537669805067
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1537669806030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669809594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669810323
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537669817378
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669841334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669869097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669902836
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537669902850
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669903559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537669908552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537669910522
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669913000
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669913170
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669917314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1537669917316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669942332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669949053
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537669949085
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537669949571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669958113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537669971846
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537669971864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670046489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670072405
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537670078404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670087882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670697724
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537670698904
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537670700124
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1537670700508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670703030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670704976
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537670705837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670706261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670755633
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537670755654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670759411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670760717
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537670760738
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537670762165
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1537670768025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537670769021
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537670769387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670769808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670774698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670777784
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537670780091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537670780580
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537670780586
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1537670782524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671015283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671018650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671020938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671021936
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1537671021952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671023339
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537671025951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671027358
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1537671027361
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1537671028307
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537671039644
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537671071871
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537671072430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671090603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671090673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671090728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671092938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671094717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671219485
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537671219505
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537671220025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671241869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671351154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671389984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671457724
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537671471947
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537671472116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537671482982
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537671484472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671499261
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1537671502783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537671507764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671509964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537671550540
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537671551001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671551443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671556434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537671574206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671575875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537671576905
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537671577688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671578091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671583047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671585794
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537671588147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671589606
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1537671589609
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1537671590568
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537671601849
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537671612936
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537671613603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671649320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671655060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671658581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671667114
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537671667126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671668567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671668835
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537671669533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671675791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671699024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537671743133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671748689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671754849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671759677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671768161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537671777004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537671777271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537671777566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537671777746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537671778004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537671786119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671787585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537671795975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671797906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537671817225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671818757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1537671823385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671825055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671829538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671835540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671841639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671846517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537671858278
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537671859011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671859461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671889751
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537671892497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671892897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671895911
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537671902107
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1537671903510
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1537671904476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671908529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671909321
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1537671915778
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537671927184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1537671957306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671958146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1537671964296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537671965847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537671967278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671984792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671990157
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537671990176
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537671990802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537671998431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537672017196
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1537672017210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537672020279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537672032745
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1537672033613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1537672052095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537672054156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537672067297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537672075547
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1537672075891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537672076301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537672080533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1537672087606
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1537672088873
